0,211.20692443847656
1,132.5453643798828
2,145.4810791015625
3,150.0045623779297
4,170.28343200683594
5,187.7423553466797
6,216.2977294921875
7,237.8021697998047
8,259.07781982421875
9,270.4780578613281
10,284.9432067871094
11,285.9599609375
12,281.0128479003906
13,283.0572204589844
14,277.626708984375
15,263.99432373046875
16,261.76959228515625
17,252.42259216308594
18,238.15866088867188
19,237.35934448242188
20,230.7852020263672
21,228.99314880371094
22,227.10028076171875
23,220.57476806640625
24,220.97080993652344
25,205.41250610351562
26,200.3276824951172
27,203.6219482421875
28,199.4161834716797
29,190.83030700683594
30,186.31004333496094
31,195.5299072265625
32,199.7938232421875
33,183.669189453125
34,186.451416015625
35,184.06199645996094
36,168.53366088867188
37,170.2289276123047
38,162.99960327148438
39,155.7369842529297
40,155.93373107910156
41,161.07864379882812
42,160.95867919921875
43,157.1706085205078
44,161.1063232421875
45,171.83169555664062
46,168.93780517578125
47,173.54718017578125
48,175.1437225341797
49,173.4181671142578
50,185.89675903320312
51,185.47447204589844
52,196.16749572753906
53,182.74197387695312
54,191.55604553222656
55,208.674072265625
56,200.91317749023438
57,190.76373291015625
58,197.82919311523438
59,191.07766723632812
60,203.1168670654297
61,203.7358856201172
62,196.69869995117188
63,211.7093048095703
64,219.543701171875
65,218.6034698486328
66,225.8661346435547
67,228.8548126220703
68,226.15557861328125
69,230.8170623779297
70,231.63046264648438
71,235.5382843017578
72,240.54293823242188
73,236.27931213378906
74,230.8481903076172
75,223.9829864501953
76,227.5230712890625
77,219.58706665039062
78,213.69735717773438
79,211.83648681640625
80,211.7808380126953
81,209.61874389648438
82,209.52830505371094
83,197.84066772460938
84,199.06884765625
85,202.47869873046875
86,197.2914276123047
87,203.80264282226562
88,198.0826873779297
89,203.78515625
90,214.6781005859375
91,208.4569854736328
92,206.3201446533203
93,196.44322204589844
94,193.81788635253906
95,198.23765563964844
96,187.1464385986328
97,189.5115203857422
98,185.84060668945312
99,181.51446533203125
100,183.1311798095703
101,181.52749633789062
102,178.00119018554688
103,179.67359924316406
104,174.6990203857422
105,169.44798278808594
106,166.79615783691406
107,165.23373413085938
108,161.3867645263672
109,161.0983123779297
110,162.39739990234375
111,164.86962890625
112,151.48458862304688
113,150.41310119628906
114,153.44448852539062
115,148.644287109375
116,143.19601440429688
117,141.50514221191406
118,140.4496307373047
119,128.2042999267578
120,134.96116638183594
121,128.9624481201172
122,134.3099365234375
123,131.34573364257812
124,121.88565063476562
125,132.89752197265625
126,130.87527465820312
127,121.67496490478516
128,123.10784912109375
129,123.41273498535156
130,117.52497863769531
131,114.80937194824219
